season,matchweek,home_club,away_club,final_score,goal_club,goal_scorer,minute
2014-2015,9,Swansea,Leicester,2:0,Swansea,Wilfried Bony,34
2014-2015,9,Swansea,Leicester,2:0,Swansea,Wilfried Bony,57
2014-2015,9,Spurs,Newcastle,1:2,Spurs,Emmanuel Adebayor,18
2014-2015,9,Spurs,Newcastle,1:2,Newcastle,Sammy Ameobi,46
2014-2015,9,Spurs,Newcastle,1:2,Newcastle,Ayoze Perez,58
2014-2015,9,Burnley,Everton,1:3,Everton,Samuel Etoo,4
2014-2015,9,Burnley,Everton,1:3,Burnley,Danny Ings,20
2014-2015,9,Burnley,Everton,1:3,Everton,Romelu Lukaku,29
2014-2015,9,Burnley,Everton,1:3,Everton,Samuel Etoo,85
2014-2015,9,Man Utd,Chelsea,1:1,Chelsea,Didier Drogba,53
2014-2015,9,Man Utd,Chelsea,1:1,Man Utd,Robin Van Persie,90+4
2014-2015,9,QPR,Aston Villa,2:0,QPR,Charlie Austin,17
2014-2015,9,QPR,Aston Villa,2:0,QPR,Charlie Austin,69
2014-2015,10,Newcastle,Liverpool,1:0,Newcastle,Ayoze Perez,73
2014-2015,10,Arsenal,Burnley,3:0,Arsenal,Alexis Sanchez,70
2014-2015,10,Arsenal,Burnley,3:0,Arsenal,Calum Chambers,72
2014-2015,10,Arsenal,Burnley,3:0,Arsenal,Alexis Sanchez,90+1
2014-2015,10,Chelsea,QPR,2:1,Chelsea,Oscar,32
2014-2015,10,Chelsea,QPR,2:1,QPR,Charlie Austin,62
2014-2015,10,Chelsea,QPR,2:1,Chelsea,Eden Hazard,75
2014-2015,10,Hull City,Southampton,0:1,Southampton,Victor Wanyama,3
2014-2015,10,Leicester,West Brom,0:1,West Brom,Esteban Cambiasso,47
2014-2015,10,Stoke City,West Ham,2:2,Stoke City,Victor Moses,33
2014-2015,10,Stoke City,West Ham,2:2,Stoke City,Mame Diouf,56
2014-2015,10,Stoke City,West Ham,2:2,West Ham,Enner Valencia,60
2014-2015,10,Stoke City,West Ham,2:2,West Ham,Stewart Downing,73
2014-2015,10,Man City,Man Utd,1:0,Man City,Sergio Aguero,63
2014-2015,10,Aston Villa,Spurs,1:2,Aston Villa,Andreas Weimann,16
2014-2015,10,Aston Villa,Spurs,1:2,Spurs,Nacer Chadli,84
2014-2015,10,Aston Villa,Spurs,1:2,Spurs,Harry Kane,90
2014-2015,10,Crystal Palace,Sunderland,1:3,Sunderland,Steven Fletcher,31
2014-2015,10,Crystal Palace,Sunderland,1:3,Crystal Palace,Wes Brown,55
2014-2015,10,Crystal Palace,Sunderland,1:3,Sunderland,Jordi Gomez,79
2014-2015,10,Crystal Palace,Sunderland,1:3,Sunderland,Steven Fletcher,90+5
2014-2015,11,Liverpool,Chelsea,1:2,Liverpool,Emre can,9
2014-2015,11,Liverpool,Chelsea,1:2,Chelsea,Gary Cahill,14
2014-2015,11,Liverpool,Chelsea,1:2,Chelsea,Diego Costa,67
2014-2015,11,Burnley,Hull City,1:0,Burnley,Ashley Barnes,50
2014-2015,11,Man Utd,Crystal Palace,1:0,Man Utd,Juan Mata,67
2014-2015,11,Southampton,Leicester,2:0,Southampton,Shane Long,75
2014-2015,11,Southampton,Leicester,2:0,Southampton,Shane Long,80
2014-2015,11,QPR,Man City,2:2,QPR,Charlie Austin,21
2014-2015,11,QPR,Man City,2:2,Man City,Sergio Aguero,32
2014-2015,11,QPR,Man City,2:2,QPR,Martin Demichelis,76
2014-2015,11,QPR,Man City,2:2,Man City,Sergio Aguero,83
2014-2015,11,Spurs,Stoke City,1:2,Stoke City,Bojan Krkic,6
2014-2015,11,Spurs,Stoke City,1:2,Stoke City,Jonathan Walters,33
2014-2015,11,Spurs,Stoke City,1:2,Spurs,Nacer Chadli,77
2014-2015,11,Sunderland,Everton,1:1,Sunderland,Sebastian Larsson,67
2014-2015,11,Sunderland,Everton,1:1,Everton,Leighton Baines,76
2014-2015,11,West Brom,Newcastle,0:2,Newcastle,Ayoze Perez,45
2014-2015,11,West Brom,Newcastle,0:2,Newcastle,Fabricio Coloccini,62
2014-2015,11,Swansea,Arsenal,2:1,Arsenal,Alexis Sanchez,63
2014-2015,11,Swansea,Arsenal,2:1,Swansea,Gylfi Sigurdsson,75
2014-2015,11,Swansea,Arsenal,2:1,Swansea,Bafetimbi Gomis,78
2014-2015,12,Chelsea,West Brom,2:0,Chelsea,Diego Costa,11
2014-2015,12,Chelsea,West Brom,2:0,Chelsea,Eden Hazard,25
2014-2015,12,Everton,West Ham,2:1,Everton,Romelu Lukaku,26
2014-2015,12,Everton,West Ham,2:1,West Ham,Mauro Zarate,56
2014-2015,12,Everton,West Ham,2:1,Everton,Leon Osman,73
2014-2015,12,Man City,Swansea,2:1,Swansea,Wilfried Bony,9
2014-2015,12,Man City,Swansea,2:1,Man City,Stevan Jovetic,19
2014-2015,12,Man City,Swansea,2:1,Man City,Yaya Toure,62
2014-2015,12,Newcastle,QPR,1:0,Newcastle,Moussa Sissoko,79
2014-2015,12,Stoke City,Burnley,1:2,Burnley,Danny Ings,12
2014-2015,12,Stoke City,Burnley,1:2,Burnley,Danny Ings,13
2014-2015,12,Stoke City,Burnley,1:2,Stoke City,Jonathan Walters,32
2014-2015,12,Arsenal,Man Utd,1:2,Man Utd,Kieran Gibbs,56
2014-2015,12,Arsenal,Man Utd,1:2,Man Utd,Wayne Rooney,85
2014-2015,12,Arsenal,Man Utd,1:2,Arsenal,Olivier Giroud,90+5
2014-2015,12,Crystal Palace,Liverpool,3:1,Liverpool,Rickie Lambert,2
2014-2015,12,Crystal Palace,Liverpool,3:1,Crystal Palace,Dwight Gayle,17
2014-2015,12,Crystal Palace,Liverpool,3:1,Crystal Palace,Joe Ledley,78
2014-2015,12,Crystal Palace,Liverpool,3:1,Crystal Palace,Mile Jedinak,81
2014-2015,12,Hull City,Spurs,1:2,Hull City,Jake Livermore,8
2014-2015,12,Hull City,Spurs,1:2,Spurs,Harry Kane,61
2014-2015,12,Hull City,Spurs,1:2,Spurs,Christian Eriksen,90
2014-2015,12,Aston Villa,Southampton,1:1,Aston Villa,Gabriel Agbonlahor,29
2014-2015,12,Aston Villa,Southampton,1:1,Southampton,Nathaniel Clyne,81
2014-2015,13,West Brom,Arsenal,0:1,Arsenal,Danny Welbeck,60
2014-2015,13,Burnley,Aston Villa,1:1,Aston Villa,Joe Cole,38
2014-2015,13,Burnley,Aston Villa,1:1,Burnley,Danny Ings,87
2014-2015,13,Liverpool,Stoke City,1:0,Liverpool,Glen Johnson,85
2014-2015,13,Man Utd,Hull City,3:0,Man Utd,Chris Smalling,16
2014-2015,13,Man Utd,Hull City,3:0,Man Utd,Wayne Rooney,42
2014-2015,13,Man Utd,Hull City,3:0,Man Utd,Robin Van Persie,66
2014-2015,13,QPR,Leicester,3:2,Leicester,Esteban Cambiasso,4
2014-2015,13,QPR,Leicester,3:2,QPR,Wes Morgan,37
2014-2015,13,QPR,Leicester,3:2,QPR,Leroy Fer,45
2014-2015,13,QPR,Leicester,3:2,Leicester,Jeffrey Schlupp,67
2014-2015,13,QPR,Leicester,3:2,QPR,Charlie Austin,73
2014-2015,13,Swansea,Crystal Palace,1:1,Swansea,Wilfried Bony,15
2014-2015,13,Swansea,Crystal Palace,1:1,Crystal Palace,Mile Jedinak,25
2014-2015,13,West Ham,Newcastle,1:0,West Ham,Aaron Cresswell,56
2014-2015,13,Southampton,Man City,0:3,Man City,Yaya Toure,51
2014-2015,13,Southampton,Man City,0:3,Man City,Frank Lampard,80
2014-2015,13,Southampton,Man City,0:3,Man City,Gael Clichy,88
2014-2015,13,Spurs,Everton,2:1,Everton,Kevin Mirallas,15
2014-2015,13,Spurs,Everton,2:1,Spurs,Christian Eriksen,21
2014-2015,13,Spurs,Everton,2:1,Spurs,Roberto Soldado,45
2014-2015,14,Burnley,Newcastle,1:1,Burnley,George Boyd,34
2014-2015,14,Burnley,Newcastle,1:1,Newcastle,Papiss Demba Cisse,48
2014-2015,14,Leicester,Liverpool,1:3,Leicester,Simon Mignolet,22
2014-2015,14,Leicester,Liverpool,1:3,Liverpool,Adam Lallana,26
2014-2015,14,Leicester,Liverpool,1:3,Liverpool,Steven Gerrard,54
2014-2015,14,Leicester,Liverpool,1:3,Liverpool,Jordan Henderson,83
2014-2015,14,Man Utd,Stoke City,2:1,Man Utd,Marouane Fellaini,21
2014-2015,14,Man Utd,Stoke City,2:1,Stoke City,Steven Nzonzi,39
2014-2015,14,Man Utd,Stoke City,2:1,Man Utd,Juan Mata,59
2014-2015,14,Swansea,QPR,2:0,Swansea,Sung Yueng Ki,78
2014-2015,14,Swansea,QPR,2:0,Swansea,Wayne Routledge,83
2014-2015,14,Crystal Palace,Aston Villa,0:1,Aston Villa,Christian Benteke,32
2014-2015,14,West Brom,West Ham,1:2,West Brom,Craig Dawson,10
2014-2015,14,West Brom,West Ham,1:2,West Ham,Kevin Nolan,35
2014-2015,14,West Brom,West Ham,1:2,West Ham,James Tomkins,45+3
2014-2015,14,Arsenal,Southampton,1:0,Arsenal,Alexis Sanchez,89
2014-2015,14,Chelsea,Spurs,3:0,Chelsea,Eden Hazard,19
2014-2015,14,Chelsea,Spurs,3:0,Chelsea,Didier Drogba,22
2014-2015,14,Chelsea,Spurs,3:0,Chelsea,Loic Remy,73
2014-2015,14,Everton,Hull City,1:1,Everton,Romelu Lukaku,34
2014-2015,14,Everton,Hull City,1:1,Hull City,Sone Aluko,59
2014-2015,14,Sunderland,Man City,1:4,Sunderland,Connor Wickham,19
2014-2015,14,Sunderland,Man City,1:4,Man City,Sergio Aguero,21
2014-2015,14,Sunderland,Man City,1:4,Man City,Stevan Jovetic,39
2014-2015,14,Sunderland,Man City,1:4,Man City,Pablo Zabaleta,55
2014-2015,14,Sunderland,Man City,1:4,Man City,Sergio Aguero,71
2014-2015,15,Newcastle,Chelsea,2:1,Newcastle,Papiss Demba Cisse,57
2014-2015,15,Newcastle,Chelsea,2:1,Newcastle,Papiss Demba Cisse,78
2014-2015,15,Newcastle,Chelsea,2:1,Chelsea,Didier Drogba,83
2014-2015,15,QPR,Burnley,2:0,QPR,Leroy Fer,51
2014-2015,15,QPR,Burnley,2:0,QPR,Charlie Austin,74
2014-2015,15,Stoke City,Arsenal,3:2,Stoke City,Peter Crouch,1
2014-2015,15,Stoke City,Arsenal,3:2,Stoke City,Bojan Krkic,35
2014-2015,15,Stoke City,Arsenal,3:2,Stoke City,Jonathan Walters,45
2014-2015,15,Stoke City,Arsenal,3:2,Arsenal,Santi Cazorla,68
2014-2015,15,Stoke City,Arsenal,3:2,Arsenal,Aaron Ramsey,70
2014-2015,15,Man City,Everton,1:0,Man City,Yaya Toure,24
2014-2015,15,West Ham,Swansea,3:1,Swansea,Wilfried Bony,19
2014-2015,15,West Ham,Swansea,3:1,West Ham,Andy Carroll,41
2014-2015,15,West Ham,Swansea,3:1,West Ham,Andy Carroll,66
2014-2015,15,West Ham,Swansea,3:1,West Ham,Diafra Sakho,87
2014-2015,15,Aston Villa,Leicester,2:1,Leicester,Leonardo Ulloa,13
2014-2015,15,Aston Villa,Leicester,2:1,Aston Villa,Ciaran Clark,17
2014-2015,15,Aston Villa,Leicester,2:1,Aston Villa,Alan Hutton,71
2014-2015,15,Southampton,Man Utd,1:2,Man Utd,Robin Van Persie,12
2014-2015,15,Southampton,Man Utd,1:2,Southampton,Graziano Pelle,31
2014-2015,15,Southampton,Man Utd,1:2,Man Utd,Robin Van Persie,71
2014-2015,16,Burnley,Southampton,1:0,Burnley,Ashley Barnes,73
2014-2015,16,Chelsea,Hull City,2:0,Chelsea,Eden Hazard,7
2014-2015,16,Chelsea,Hull City,2:0,Chelsea,Diego Costa,68
2014-2015,16,Crystal Palace,Stoke City,1:1,Crystal Palace,James McArthur,11
2014-2015,16,Crystal Palace,Stoke City,1:1,Stoke City,Peter Crouch,13
2014-2015,16,Leicester,Man City,0:1,Man City,Frank Lampard,40
2014-2015,16,Sunderland,West Ham,1:1,Sunderland,Jordi Gomez,22
2014-2015,16,Sunderland,West Ham,1:1,West Ham,Stewart Downing,29
2014-2015,16,West Brom,Aston Villa,1:0,West Brom,Craig Gardner,72
2014-2015,16,Arsenal,Newcastle,4:1,Arsenal,Olivier Giroud,15
2014-2015,16,Arsenal,Newcastle,4:1,Arsenal,Santi Cazorla,54
2014-2015,16,Arsenal,Newcastle,4:1,Arsenal,Olivier Giroud,58
2014-2015,16,Arsenal,Newcastle,4:1,Newcastle,Ayoze Perez,63
2014-2015,16,Arsenal,Newcastle,4:1,Arsenal,Santi Cazorla,88
2014-2015,16,Man Utd,Liverpool,3:0,Man Utd,Wayne Rooney,12
2014-2015,16,Man Utd,Liverpool,3:0,Man Utd,Juan Mata,40
2014-2015,16,Man Utd,Liverpool,3:0,Man Utd,Robin Van Persie,71
2014-2015,16,Swansea,Spurs,1:2,Spurs,Harry Kane,4
2014-2015,16,Swansea,Spurs,1:2,Swansea,Wilfried Bony,48
2014-2015,16,Swansea,Spurs,1:2,Spurs,Christian Eriksen,89
2014-2015,16,Everton,QPR,3:1,Everton,Ross Barkley,33
2014-2015,16,Everton,QPR,3:1,Everton,Kevin Mirallas,43
2014-2015,16,Everton,QPR,3:1,Everton,Steven Naismith,53
2014-2015,16,Everton,QPR,3:1,QPR,Bobby Zamora,80
2014-2015,17,Man City,Crystal Palace,3:0,Man City,David Silva,49
2014-2015,17,Man City,Crystal Palace,3:0,Man City,David Silva,61
2014-2015,17,Man City,Crystal Palace,3:0,Man City,Yaya Toure,81
2014-2015,17,Aston Villa,Man Utd,1:1,Aston Villa,Christian Benteke,18
2014-2015,17,Aston Villa,Man Utd,1:1,Man Utd,Falcao,53
2014-2015,17,Hull City,Swansea,0:1,Swansea,Sung Yueng Ki,15
2014-2015,17,QPR,West Brom,3:2,West Brom,Joleon Lescott,10
2014-2015,17,QPR,West Brom,3:2,West Brom,Silvestre Varela,20
2014-2015,17,QPR,West Brom,3:2,QPR,Charlie Austin,24
2014-2015,17,QPR,West Brom,3:2,QPR,Charlie Austin,48
2014-2015,17,QPR,West Brom,3:2,QPR,Charlie Austin,86
2014-2015,17,Southampton,Everton,3:0,Southampton,Romelu Lukaku,38
2014-2015,17,Southampton,Everton,3:0,Southampton,Graziano Pelle,65
2014-2015,17,Southampton,Everton,3:0,Southampton,Maya Yoshida,82
2014-2015,17,Spurs,Burnley,2:1,Spurs,Harry Kane,21
2014-2015,17,Spurs,Burnley,2:1,Burnley,Ashley Barnes,27
2014-2015,17,Spurs,Burnley,2:1,Spurs,Erik Lamela,35
2014-2015,17,West Ham,Leicester,2:0,West Ham,Andy Carroll,24
2014-2015,17,West Ham,Leicester,2:0,West Ham,Stewart Downing,56
2014-2015,17,Newcastle,Sunderland,0:1,Sunderland,Adam Johnson,90
2014-2015,17,Liverpool,Arsenal,2:2,Liverpool,Philippe Coutinho,45
2014-2015,17,Liverpool,Arsenal,2:2,Arsenal,Mathieu Debuchy,45+2
2014-2015,17,Liverpool,Arsenal,2:2,Arsenal,Olivier Giroud,64
2014-2015,17,Liverpool,Arsenal,2:2,Liverpool,Martin Skrtel,90+7
2014-2015,17,Stoke City,Chelsea,0:2,Chelsea,John Terry,2
2014-2015,17,Stoke City,Chelsea,0:2,Chelsea,Cesc Fabregas,78
2014-2015,18,Chelsea,West Ham,2:0,Chelsea,John Terry,31
2014-2015,18,Chelsea,West Ham,2:0,Chelsea,Diego Costa,62
2014-2015,18,Burnley,Liverpool,0:1,Liverpool,Raheem Sterling,62
2014-2015,18,Crystal Palace,Southampton,1:3,Southampton,Sadio Mane,17
2014-2015,18,Crystal Palace,Southampton,1:3,Southampton,Ryan Bertrand,48
2014-2015,18,Crystal Palace,Southampton,1:3,Southampton,Toby Alderweireld,53
2014-2015,18,Crystal Palace,Southampton,1:3,Crystal Palace,Scott Dann,86
2014-2015,18,Everton,Stoke City,0:1,Stoke City,Bojan Krkic,38
2014-2015,18,Leicester,Spurs,1:2,Spurs,Harry Kane,1
2014-2015,18,Leicester,Spurs,1:2,Leicester,Leonardo Ulloa,48
2014-2015,18,Leicester,Spurs,1:2,Spurs,Christian Eriksen,71
2014-2015,18,Man Utd,Newcastle,3:1,Man Utd,Wayne Rooney,23
2014-2015,18,Man Utd,Newcastle,3:1,Man Utd,Wayne Rooney,36
2014-2015,18,Man Utd,Newcastle,3:1,Man Utd,Robin Van Persie,53
2014-2015,18,Man Utd,Newcastle,3:1,Newcastle,Papiss Demba Cisse,87
2014-2015,18,Sunderland,Hull City,1:3,Sunderland,Adam Johnson,1
2014-2015,18,Sunderland,Hull City,1:3,Hull City,Gaston Ramirez,32
2014-2015,18,Sunderland,Hull City,1:3,Hull City,James Chester,51
2014-2015,18,Sunderland,Hull City,1:3,Hull City,Nikica Jelavic,90+6
2014-2015,18,Swansea,Aston Villa,1:0,Swansea,Gylfi Sigurdsson,13
2014-2015,18,West Brom,Man City,1:3,Man City,Fernando Reges,8
2014-2015,18,West Brom,Man City,1:3,Man City,Yaya Toure,13
2014-2015,18,West Brom,Man City,1:3,Man City,David Silva,34
2014-2015,18,West Brom,Man City,1:3,West Brom,Brown Ideye,87
2014-2015,18,Arsenal,QPR,2:1,Arsenal,Alexis Sanchez,37
2014-2015,18,Arsenal,QPR,2:1,Arsenal,Tomas Rosicky,65
2014-2015,18,Arsenal,QPR,2:1,QPR,Charlie Austin,79
2014-2015,19,Southampton,Chelsea,1:1,Southampton,Sadio Mane,17
2014-2015,19,Southampton,Chelsea,1:1,Chelsea,Eden Hazard,45+1
2014-2015,19,Hull City,Leicester,0:1,Leicester,Riyad Mahrez,32
2014-2015,19,Man City,Burnley,2:2,Man City,David Silva,23
2014-2015,19,Man City,Burnley,2:2,Man City,Fernandinho,33
2014-2015,19,Man City,Burnley,2:2,Burnley,George Boyd,47
2014-2015,19,Man City,Burnley,2:2,Burnley,Ashley Barnes,81
2014-2015,19,Stoke City,West Brom,2:0,Stoke City,Mame Diouf,51
2014-2015,19,Stoke City,West Brom,2:0,Stoke City,Mame Diouf,66
2014-2015,19,West Ham,Arsenal,1:2,Arsenal,Santi Cazorla,41
2014-2015,19,West Ham,Arsenal,1:2,Arsenal,Danny Welbeck,44
2014-2015,19,West Ham,Arsenal,1:2,West Ham,Cheikhou Kouyate,54
2014-2015,19,Newcastle,Everton,3:2,Everton,Arouna Kone,5
2014-2015,19,Newcastle,Everton,3:2,Newcastle,Papiss Demba Cisse,34
2014-2015,19,Newcastle,Everton,3:2,Newcastle,Ayoze Perez,51
2014-2015,19,Newcastle,Everton,3:2,Newcastle,Jack Colback,68
2014-2015,19,Newcastle,Everton,3:2,Everton,Kevin Mirallas,84
2014-2015,19,Liverpool,Swansea,4:1,Liverpool,Alberto Moreno,33
2014-2015,19,Liverpool,Swansea,4:1,Liverpool,Adam Lallana,51
2014-2015,19,Liverpool,Swansea,4:1,Swansea,Gylfi Sigurdsson,52
2014-2015,19,Liverpool,Swansea,4:1,Liverpool,Adam Lallana,61
2014-2015,19,Liverpool,Swansea,4:1,Liverpool,Jonjo Shelvey,69
2014-2015,20,Stoke City,Man Utd,1:1,Stoke City,Ryan Shawcross,2
2014-2015,20,Stoke City,Man Utd,1:1,Man Utd,Falcao,26
2014-2015,20,Hull City,Everton,2:0,Hull City,Ahmed Elmohamady,33
2014-2015,20,Hull City,Everton,2:0,Hull City,Nikica Jelavic,43
2014-2015,20,Liverpool,Leicester,2:2,Liverpool,Steven Gerrard,17
2014-2015,20,Liverpool,Leicester,2:2,Liverpool,Steven Gerrard,40
2014-2015,20,Liverpool,Leicester,2:2,Leicester,David Nugent,58
2014-2015,20,Liverpool,Leicester,2:2,Leicester,Jeffrey Schlupp,60
2014-2015,20,Man City,Sunderland,3:2,Man City,Yaya Toure,57
2014-2015,20,Man City,Sunderland,3:2,Man City,Stevan Jovetic,66
2014-2015,20,Man City,Sunderland,3:2,Sunderland,Jack Rodwell,68
2014-2015,20,Man City,Sunderland,3:2,Sunderland,Adam Johnson,71
2014-2015,20,Man City,Sunderland,3:2,Man City,Frank Lampard,73
2014-2015,20,Newcastle,Burnley,3:3,Newcastle,Steven Taylor,15
2014-2015,20,Newcastle,Burnley,3:3,Burnley,Paul Dummett,19
2014-2015,20,Newcastle,Burnley,3:3,Newcastle,Jack Colback,26
2014-2015,20,Newcastle,Burnley,3:3,Burnley,Danny Ings,66
2014-2015,20,Newcastle,Burnley,3:3,Newcastle,Moussa Sissoko,78
2014-2015,20,Newcastle,Burnley,3:3,Burnley,George Boyd,86
2014-2015,20,QPR,Swansea,1:1,QPR,Leroy Fer,20
2014-2015,20,QPR,Swansea,1:1,Swansea,Wilfried Bony,90+2
2014-2015,20,Southampton,Arsenal,2:0,Southampton,Sadio Mane,34
2014-2015,20,Southampton,Arsenal,2:0,Southampton,Dusan Tadic,56
2014-2015,20,West Ham,West Brom,1:1,West Ham,Diafra Sakho,10
2014-2015,20,West Ham,West Brom,1:1,West Brom,Saido Berahino,42
2014-2015,20,Spurs,Chelsea,5:3,Chelsea,Diego Costa,18
2014-2015,20,Spurs,Chelsea,5:3,Spurs,Harry Kane,30
2014-2015,20,Spurs,Chelsea,5:3,Spurs,Danny Rose,44
2014-2015,20,Spurs,Chelsea,5:3,Spurs,Andros Townsend,45+4
2014-2015,20,Spurs,Chelsea,5:3,Spurs,Harry Kane,52
2014-2015,20,Spurs,Chelsea,5:3,Chelsea,Eden Hazard,61
2014-2015,20,Spurs,Chelsea,5:3,Spurs,Nacer Chadli,78
2014-2015,20,Spurs,Chelsea,5:3,Chelsea,John Terry,87
2014-2015,21,Sunderland,Liverpool,0:1,Liverpool,Lazar Markovic,9
2014-2015,21,Burnley,QPR,2:1,Burnley,Scott Arfield,12
2014-2015,21,Burnley,QPR,2:1,QPR,Charlie Austin,33
2014-2015,21,Burnley,QPR,2:1,Burnley,Danny Ings,37
2014-2015,21,Chelsea,Newcastle,2:0,Chelsea,Oscar,43
2014-2015,21,Chelsea,Newcastle,2:0,Chelsea,Diego Costa,59
2014-2015,21,Everton,Man City,1:1,Man City,Fernandinho,74
2014-2015,21,Everton,Man City,1:1,Everton,Steven Naismith,78
2014-2015,21,Leicester,Aston Villa,1:0,Leicester,Paul Konchesky,45+1
2014-2015,21,Swansea,West Ham,1:1,West Ham,Andy Carroll,43
2014-2015,21,Swansea,West Ham,1:1,Swansea,Mark Noble,74
2014-2015,21,West Brom,Hull City,1:0,West Brom,Saido Berahino,78
2014-2015,21,Crystal Palace,Spurs,2:1,Spurs,Harry Kane,49
2014-2015,21,Crystal Palace,Spurs,2:1,Crystal Palace,Dwight Gayle,69
2014-2015,21,Crystal Palace,Spurs,2:1,Crystal Palace,Jason Puncheon,80
2014-2015,21,Arsenal,Stoke City,3:0,Arsenal,Laurent Koscielny,6
2014-2015,21,Arsenal,Stoke City,3:0,Arsenal,Alexis Sanchez,33
2014-2015,21,Arsenal,Stoke City,3:0,Arsenal,Alexis Sanchez,49
2014-2015,21,Man Utd,Southampton,0:1,Southampton,Dusan Tadic,69
2014-2015,22,Aston Villa,Liverpool,0:2,Liverpool,Fabio Borini,24
2014-2015,22,Aston Villa,Liverpool,0:2,Liverpool,Rickie Lambert,79
2014-2015,22,Burnley,Crystal Palace,2:3,Burnley,Ben Mee,12
2014-2015,22,Burnley,Crystal Palace,2:3,Burnley,Danny Ings,16
2014-2015,22,Burnley,Crystal Palace,2:3,Crystal Palace,Dwight Gayle,28
2014-2015,22,Burnley,Crystal Palace,2:3,Crystal Palace,Jason Puncheon,48
2014-2015,22,Burnley,Crystal Palace,2:3,Crystal Palace,Dwight Gayle,87
2014-2015,22,Leicester,Stoke City,0:1,Stoke City,Bojan Krkic,63
2014-2015,22,QPR,Man Utd,0:2,Man Utd,Marouane Fellaini,58
2014-2015,22,QPR,Man Utd,0:2,Man Utd,James Wilson,90+4
2014-2015,22,Swansea,Chelsea,0:5,Chelsea,Oscar,1
2014-2015,22,Swansea,Chelsea,0:5,Chelsea,Diego Costa,20
2014-2015,22,Swansea,Chelsea,0:5,Chelsea,Diego Costa,34
2014-2015,22,Swansea,Chelsea,0:5,Chelsea,Oscar,36
2014-2015,22,Swansea,Chelsea,0:5,Chelsea,Andre Schurrle,79
2014-2015,22,Spurs,Sunderland,2:1,Spurs,Jan Vertonghen,3
2014-2015,22,Spurs,Sunderland,2:1,Sunderland,Sebastian Larsson,31
2014-2015,22,Spurs,Sunderland,2:1,Spurs,Christian Eriksen,88
2014-2015,22,Newcastle,Southampton,1:2,Southampton,Eljero Elia,14
2014-2015,22,Newcastle,Southampton,1:2,Newcastle,Yoan Gouffran,29
2014-2015,22,Newcastle,Southampton,1:2,Southampton,Eljero Elia,62
2014-2015,22,West Ham,Hull City,3:0,West Ham,Andy Carroll,49
2014-2015,22,West Ham,Hull City,3:0,West Ham,Morgan Amalfitano,69
2014-2015,22,West Ham,Hull City,3:0,West Ham,Stewart Downing,72
2014-2015,22,Man City,Arsenal,0:2,Arsenal,Santi Cazorla,24
2014-2015,22,Man City,Arsenal,0:2,Arsenal,Olivier Giroud,67
2014-2015,23,Hull City,Newcastle,0:3,Newcastle,Remy Cabella,40
2014-2015,23,Hull City,Newcastle,0:3,Newcastle,Sammy Ameobi,50
2014-2015,23,Hull City,Newcastle,0:3,Newcastle,Yoan Gouffran,78
2014-2015,23,Crystal Palace,Everton,0:1,Everton,Romelu Lukaku,2
2014-2015,23,Liverpool,West Ham,2:0,Liverpool,Raheem Sterling,51
2014-2015,23,Liverpool,West Ham,2:0,Liverpool,Daniel Sturridge,80
2014-2015,23,Man Utd,Leicester,3:1,Man Utd,Robin Van Persie,27
2014-2015,23,Man Utd,Leicester,3:1,Man Utd,Falcao,32
2014-2015,23,Man Utd,Leicester,3:1,Man Utd,Wes Morgan,44
2014-2015,23,Man Utd,Leicester,3:1,Leicester,Marcin Wasilewski,80
2014-2015,23,Stoke City,QPR,3:1,Stoke City,Jonathan Walters,21
2014-2015,23,Stoke City,QPR,3:1,Stoke City,Jonathan Walters,34
2014-2015,23,Stoke City,QPR,3:1,QPR,Niko Kranjcar,36
2014-2015,23,Stoke City,QPR,3:1,Stoke City,Jonathan Walters,90+2
2014-2015,23,Sunderland,Burnley,2:0,Sunderland,Connor Wickham,20
2014-2015,23,Sunderland,Burnley,2:0,Sunderland,Jermain Defoe,34
2014-2015,23,West Brom,Spurs,0:3,Spurs,Christian Eriksen,6
2014-2015,23,West Brom,Spurs,0:3,Spurs,Harry Kane,15
2014-2015,23,West Brom,Spurs,0:3,Spurs,Harry Kane,64
2014-2015,23,Chelsea,Man City,1:1,Chelsea,Loic Remy,41
2014-2015,23,Chelsea,Man City,1:1,Man City,David Silva,45
2014-2015,23,Arsenal,Aston Villa,5:0,Arsenal,Olivier Giroud,8
2014-2015,23,Arsenal,Aston Villa,5:0,Arsenal,Mesut Ozil,56
2014-2015,23,Arsenal,Aston Villa,5:0,Arsenal,Theo Walcott,63
2014-2015,23,Arsenal,Aston Villa,5:0,Arsenal,Santi Cazorla,75
2014-2015,23,Arsenal,Aston Villa,5:0,Arsenal,Hector Bellerin,90+2
2014-2015,23,Southampton,Swansea,0:1,Swansea,Jonjo Shelvey,83
2014-2015,24,Spurs,Arsenal,2:1,Arsenal,Mesut Ozil,11
2014-2015,24,Spurs,Arsenal,2:1,Spurs,Harry Kane,56
2014-2015,24,Spurs,Arsenal,2:1,Spurs,Harry Kane,86
2014-2015,24,Aston Villa,Chelsea,1:2,Chelsea,Eden Hazard,8
2014-2015,24,Aston Villa,Chelsea,1:2,Aston Villa,Jores Jay Okore,48
2014-2015,24,Aston Villa,Chelsea,1:2,Chelsea,Branislav Ivanovic,66
2014-2015,24,Leicester,Crystal Palace,0:1,Crystal Palace,Joe Ledley,55
